customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3a134627,Female,0,Yes,No,60,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,One year,No,Mailed check,85.34,367.38,No
7ad44e75,Female,0,No,Yes,64,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,97.61,124.22,No
4c0d64d5,Male,1,Yes,No,2,No,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),49.4,6276.11,No
0ea624f3,Male,0,Yes,Yes,61,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,35.62,6146.85,No
d67a0004,Male,0,No,No,57,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),106.46,6617.35,No
593e5f72,Male,1,Yes,Yes,39,No,Yes,DSL,No internet service,No,No internet service,No,Yes,No,One year,No,Mailed check,39.23,191.3,No
57dd1fb1,Female,0,Yes,Yes,51,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),47.24,4489.84,No
af5f2045,Female,0,Yes,No,34,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.14,5604.32,Yes
da4cbb3c,Male,0,No,No,35,Yes,Yes,DSL,No internet service,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),119.35,4246.34,No
3b1e20d1,Female,1,Yes,Yes,23,Yes,No phone service,No,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Electronic check,54.53,4391.04,No
7492f3f2,Male,1,Yes,Yes,6,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.64,2199.67,Yes
726ee7c0,Female,1,No,Yes,52,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),41.58,2485.12,No
c58404b8,Male,1,Yes,No,7,No,No,DSL,No,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),83.28,7953.43,Yes
7dfdb5d6,Female,1,Yes,Yes,36,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.43,4897.6,No
21bb7be9,Male,1,Yes,No,47,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),102.07,3134.74,No
e3378e2d,Female,0,No,No,61,No,No phone service,No,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,36.6,1325.39,No
fd855ce5,Female,1,Yes,No,32,No,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Mailed check,34.95,6682.09,No
10622f14,Male,1,Yes,Yes,41,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),88.73,4858.66,Yes
ae64aad9,Male,0,No,No,13,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),118.79,1571.6,Yes
861f5980,Female,0,No,Yes,38,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),72.38,1795.95,No
d1311e01,Female,1,Yes,No,71,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),108.09,7567.2,Yes
abd7d84f,Male,0,Yes,No,3,No,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),65.58,4234.55,No
06505a70,Female,0,No,Yes,25,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),82.38,7186.56,No
009fd4f0,Male,1,Yes,No,43,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,99.89,1580.2,No
dfb1048a,Male,1,Yes,No,39,Yes,No,No,No,No internet service,No,No internet service,No internet service,No,One year,No,Electronic check,91.76,3494.51,No
389af3bf,Female,1,Yes,No,3,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),79.0,2476.12,Yes
6abefd51,Male,1,No,No,34,No,No,Fiber optic,No internet service,No,No,No,No,No internet service,One year,No,Mailed check,101.33,1703.67,No
7ac1e1cc,Male,1,Yes,No,10,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,90.9,4332.83,No
5735bdfd,Male,0,No,No,44,No,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),41.81,6511.61,No
30336c75,Female,1,No,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,116.34,5725.77,No
edad6da7,Male,1,No,No,21,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),59.3,687.03,Yes
8a835335,Male,1,Yes,Yes,9,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),116.74,7767.96,No
8b6cc540,Female,1,No,Yes,62,No,No,Fiber optic,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,50.35,5113.21,No
bb51b8e9,Male,0,No,Yes,31,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),24.69,2457.06,Yes
4be9f97c,Female,1,Yes,Yes,60,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),26.87,3325.15,No
b24551a3,Female,0,Yes,No,14,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,65.88,5845.41,No
20bc2288,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,88.57,5792.77,No
b2f0d737,Male,0,Yes,No,13,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),113.66,1787.88,No
ff4f3fd5,Male,1,No,Yes,2,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),39.9,1929.3,No
a908c912,Female,1,No,No,36,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),114.54,1846.35,No
3cee223e,Male,0,Yes,Yes,17,No,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Electronic check,62.07,4194.49,No
5c37758e,Male,1,Yes,Yes,18,No,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),98.73,238.24,No
20a43d66,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,106.39,7580.75,No
5e18af65,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,106.46,5216.82,No
102298fe,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.66,7575.22,Yes
b190b57a,Female,1,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,57.89,2210.4,Yes
a1f97c30,Female,1,Yes,No,20,No,No,No,Yes,No,No,No,No,No,Two year,Yes,Mailed check,53.45,3673.48,Yes
ceece99c,Female,1,Yes,Yes,21,No,No,DSL,Yes,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),102.95,7340.65,No
d0ccb182,Female,0,Yes,No,38,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),83.3,3137.43,No
80638b99,Female,0,No,Yes,64,No,No phone service,No,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,68.81,6227.24,No
3eb22caa,Male,1,No,No,46,Yes,No,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,50.21,1723.27,No
5c48f92c,Male,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),102.26,5791.52,Yes
45d64e8e,Female,1,Yes,Yes,65,Yes,No,No,No internet service,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),22.79,520.84,No
bb227b17,Male,0,No,No,56,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),90.03,5809.35,Yes
de9854c7,Male,1,Yes,No,43,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,107.7,4617.88,Yes
19147203,Male,1,Yes,No,41,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),28.03,7562.62,Yes
1fb94073,Male,0,No,No,50,No,No phone service,No,Yes,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),36.64,4092.94,No
2f29a93a,Female,1,No,No,55,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.83,5207.65,Yes
58221e44,Female,1,No,No,57,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),75.37,2617.85,No
c8dee263,Male,0,Yes,Yes,53,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,76.65,7621.58,No
0fbce712,Female,1,No,Yes,59,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,62.33,6853.02,Yes
862b14e6,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),37.22,5657.96,No
e956a5eb,Male,1,Yes,No,55,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),57.6,930.22,No
eefc0fe9,Male,0,Yes,Yes,57,No,No,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.58,7497.89,No
9631400f,Female,0,Yes,Yes,7,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),29.65,7425.66,No
f68bda19,Male,1,Yes,No,34,No,No,DSL,Yes,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),62.27,5568.61,Yes
38b22be0,Male,0,No,Yes,13,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),79.66,1332.22,Yes
115665fe,Female,0,No,Yes,64,No,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.5,3357.47,No
d123b1be,Male,0,No,Yes,28,Yes,No phone service,No,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,37.21,2250.27,No
f4c843f1,Female,1,No,No,37,No,Yes,No,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.45,6070.31,Yes
abf288db,Female,1,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Credit card (automatic),67.74,5041.33,No
4547d4d5,Female,0,Yes,Yes,24,No,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,No,Electronic check,85.26,6540.4,No
b36537ed,Male,1,Yes,No,59,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,30.75,7912.8,Yes
7bc17dd9,Male,0,No,Yes,53,No,No,No,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),46.26,3545.7,Yes
7201574d,Female,1,No,Yes,36,Yes,Yes,No,No,Yes,No,Yes,No,No,Two year,No,Mailed check,42.95,7064.55,No
1b1ad5c0,Male,1,No,Yes,65,No,Yes,No,No,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,56.84,5077.57,No
6d0f9198,Female,1,Yes,Yes,7,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),105.61,6416.8,Yes
a0b15d48,Male,1,No,No,4,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),45.78,1676.83,Yes
9119282e,Female,0,No,Yes,68,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,32.73,4409.17,No
94f445b1,Female,1,No,No,51,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),116.9,734.67,No
bd370838,Male,1,Yes,Yes,36,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Two year,No,Electronic check,119.02,7098.1,No
4fd19475,Male,1,No,No,12,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),70.39,6041.33,Yes
665b832b,Female,1,No,Yes,61,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),50.52,1589.23,No
3aba6361,Male,1,No,No,44,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,25.09,1762.69,No
2bc5a13d,Female,1,Yes,Yes,39,No,No,No,Yes,No,No internet service,No internet service,No,No,One year,No,Bank transfer (automatic),70.07,6843.89,Yes
483419c2,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,61.99,2437.79,Yes
491b134b,Male,1,No,Yes,15,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),30.22,4311.31,No
62dee650,Female,1,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,112.47,280.55,No
d92b9656,Female,0,Yes,Yes,66,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),68.8,3157.8,Yes
9034c59c,Female,0,No,No,50,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),46.16,6280.1,Yes
d8a1f693,Male,0,Yes,Yes,53,No,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,63.63,7865.1,No
0fcefc91,Female,0,No,Yes,7,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.5,4356.6,Yes
b365123e,Male,1,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,91.07,3466.93,No
367eed0d,Male,0,Yes,No,11,No,No,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),102.75,4041.11,No
85bb572a,Female,1,Yes,Yes,68,No,No,DSL,No,No,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,106.02,1885.96,Yes
54ef6523,Female,1,No,No,31,No,Yes,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Electronic check,82.62,5810.91,Yes
82c2958b,Female,1,Yes,Yes,50,Yes,No,No,No,No,No,Yes,No,Yes,One year,No,Electronic check,27.66,6697.27,No
ebbfdd76,Female,1,No,No,44,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),112.56,5721.38,No
4338e82b,Female,1,Yes,No,1,No,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),93.83,4130.29,No
6c1bae3a,Male,0,No,No,11,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),37.87,7779.37,No
9295a964,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,97.5,3086.19,Yes
63e9844a,Female,1,Yes,No,62,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),59.02,5318.9,Yes
71da5909,Male,1,No,Yes,72,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,50.67,3226.5,No
4edf8d0e,Female,1,No,No,17,No,No phone service,No,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),27.37,2244.0,Yes
65cb0692,Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,35.79,1202.33,No
07e37c4c,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,26.77,3083.16,Yes
848af612,Female,1,No,Yes,17,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),103.36,2817.02,No
1480373c,Male,0,Yes,Yes,24,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),34.02,6679.8,No
7e7234f5,Female,0,Yes,Yes,71,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),68.76,2854.69,Yes
3d04c308,Female,1,Yes,No,53,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,22.36,6187.23,No
8869c634,Male,1,Yes,Yes,49,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),100.55,7184.32,No
48fa8722,Male,0,Yes,No,27,No,Yes,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),42.63,5977.65,No
c5cfa2a6,Female,1,No,Yes,9,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),69.25,6773.06,Yes
c19c05b5,Female,0,No,Yes,4,No,No,No,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,86.45,6910.21,No
ee8d55eb,Male,1,No,No,12,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,35.09,7633.79,No
a099d4d7,Male,0,No,Yes,65,No,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),36.33,6060.61,Yes
c9b0705f,Male,0,Yes,No,67,Yes,No phone service,No,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),64.72,1817.57,No
813231ac,Female,0,No,No,23,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Electronic check,106.98,5814.94,Yes
afa12a5c,Male,0,No,No,67,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),88.0,2785.0,Yes
e6f317aa,Male,0,Yes,No,44,No,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,One year,No,Credit card (automatic),92.75,4400.12,No
7d4c4a39,Male,0,No,No,3,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),103.06,3036.84,No
